"","refseq","logFC","logCPM","PValue","FDR","GeneID","transcript_variant"
"179","NM_001127464.2",3.46837216198797,5.18946424570627,2.73503047786236e-05,0.00124830483877794,"ZNF469","mRNA"
"180","NM_001127491.2",6.86361891633146,6.36846940479719,5.16023331190485e-14,2.18895073470097e-11,"ITGB2","transcriptvariant2"
"181","NM_001127501.3",4.96565073095132,6.52264547062575,3.1403426175218e-10,6.17619747158788e-08,"ALPL","transcriptvariant2"
"182","NM_001127651.2",-6.6708676779043,3.07462668552364,0.000207717017436996,0.00659875176979731,"NCF2","transcriptvariant2"
"183","NM_001128141.2",5.33910688410738,4.03368675776716,6.75308212146735e-05,0.00262223096538323,"DPEP1","transcriptvariant2"
"184","NM_001128205.1",6.52669304465734,2.95342731949444,0.000806646477009194,0.0196363491942603,"SULF1","transcriptvariant1"
"185","NM_001128206.1",6.35964421500884,2.82933655492392,0.00049527335382689,0.0134776650775987,"SULF1","transcriptvariant2"
"186","NM_001129.4",-8.84025586334991,6.15087316565982,1.7272965223732e-13,6.67291660089676e-11,"AEBP1","mRNA"
"187","NM_001129728.1",-6.5307705912759,2.9792879177481,0.000665600357328445,0.0170007061752581,"PLEKHG4","transcriptvariant3"
"188","NM_001129891.2",-4.40484383318754,3.92612494871426,0.000137380970030507,0.00468785474075709,"FAM196B","transcriptvariant1"
"189","NM_001130713.2",5.03822747459412,3.8457124000671,4.85185934275761e-05,0.00200315124086294,"LEF1","transcriptvariant2"
"190","NM_001130825.1",-3.53621451497438,3.82235583367953,0.000872843067697857,0.0209748314308336,"SUPT5H","transcriptvariant4"
"191","NM_001130860.3",7.47100922896996,3.71263553807222,7.46109617234964e-06,0.000425892756181034,"HEPH","transcriptvariant3"
"192","NM_001130863.2",6.61479204524513,3.01852257160887,0.000543513077855118,0.0145524281266307,"ENPP2","transcriptvariant3"
"193","NM_001130983.1",2.5954953631397,4.64791420343378,0.00213590251192144,0.0413680527689422,"DYSF","transcriptvariant6"
"194","NM_001134363.2",6.04016687214583,5.36888519637991,7.67018439956882e-10,1.33819975242155e-07,"RBM20","mRNA"
"195","NM_001134367.3",6.08884892359792,2.64255939338326,0.000987650875679762,0.0232407325908474,"SLC6A6","transcriptvariant2"
"196","NM_001134418.1",3.15753509526599,6.19160043214238,1.83574188160058e-05,0.000900554191985191,"P3H2","transcriptvariant2"
"197","NM_001134651.1",3.88924706906019,3.37674631028389,0.00111945876167157,0.0256550538665283,"EIF4E3","transcriptvariant1"
"198","NM_001134779.1",5.73546845949445,2.40455655847664,0.00254717465353111,0.0471390731005065,"IPO11","transcriptvariant1"
"199","NM_001135040.2",-8.00695074231252,4.1892114861309,2.98993572203648e-06,0.00019720813844676,"DCTN1","transcriptvariant3"
"200","NM_001135057.2",6.79277697471159,3.15774153562169,0.000759114146052825,0.0187473463877932,"LRRC15","transcriptvariant1"
"201","NM_001135823.1",4.40956658100699,3.43646278393937,0.000986500852408965,0.0232407325908474,"SSPN","transcriptvariant2"
"202","NM_001136022.2",4.1540297418215,3.77847993383285,0.000547686126958189,0.0146460342034777,"NFATC4","transcriptvariant1"
"203","NM_001136024.3",5.10334723750814,2.72514109726679,0.0016853507908489,0.0350585375088702,"NHS","transcriptvariant2"
"204","NM_001136216.1",5.8063803260509,2.74928553603522,0.000680146339850529,0.0172905827453894,"TMEM51","transcriptvariant1"
"205","NM_001142928.1",-7.34070979027409,3.61260705244206,1.65866993026833e-05,0.000830805690322571,"LRRC61","transcriptvariant1"
"206","NM_001143824.1",4.53349040418569,3.72683381475435,0.000186538499598592,0.00601426810777339,"SLC38A4","transcriptvariant2"
"207","NM_001143963.2",-7.12253325346509,5.94519182130566,3.88496754325656e-11,9.66061929089799e-09,"L1CAM","transcriptvariant3"
"208","NM_001144058.1",-5.07300806329578,4.56439617339751,1.71068287325673e-06,0.000122141627986918,"NTM","transcriptvariant3"
"209","NM_001144072.1",2.69470719975222,7.39595048670526,1.12832903354874e-05,0.000609683037582897,"UBAC2","transcriptvariant1"
"210","NM_001144761.1",6.12799617564055,2.66501375527826,0.00119795156309328,0.02691223688054,"TLE2","transcriptvariant2"
"211","NM_001144762.1",6.20900210679362,3.86743771644646,2.38809474036795e-06,0.000163493802573165,"TLE2","transcriptvariant3"
"212","NM_001144950.1",-5.74433392885007,2.75453777585384,0.00062362070091686,0.0162636740705706,"SSC5D","transcriptvariant1"
"213","NM_001144996.1",-5.01293553482458,4.09073074757751,4.01617315344301e-05,0.00170699194502134,"ITGA7","transcriptvariant1"
"214","NM_001144997.1",-5.14356150059648,2.88110245352412,0.00180224055062981,0.0366789012909928,"ITGA7","transcriptvariant3"
"215","NM_001145031.2",-6.49032161708207,2.93824225069812,0.000480850634675962,0.0131347507961866,"PLAU","transcriptvariant2"
"216","NM_001145033.1",7.36938862977027,6.80092720688814,4.80061370510121e-16,3.70757080129457e-13,"C11orf96","mRNA"
"217","NM_001145354.1",6.49324934155525,2.92790597172194,0.000430459452923971,0.0119852764537416,"MKLN1","transcriptvariant1"
"218","NM_001145796.1",-4.78461507937197,3.36120322610969,0.000416785027655664,0.0116317272821534,"SH2B1","transcriptvariant4"
"219","NM_001145811.1",5.92370926528017,2.52607216880265,0.00250602546884254,0.0468585609273461,"SOX6","transcriptvariant3"
