"","refseq","logFC","logCPM","PValue","FDR","GeneID","transcript_variant"
"81","NM_001007538.1",5.6747911895569,3.32473361241411,0.000300991142276025,0.00950179231875681,"SHISA2","mRNA"
"82","NM_001007563.2",-4.41084611023296,4.30946048267563,8.1251356636445e-05,0.00351507742394619,"IGFBPL1","mRNA"
"83","NM_001008.3",8.35326648120941,7.3203644873997,5.21128602003451e-16,7.62237435197047e-13,"RPS4Y1","mRNA"
"84","NM_001008537.2",-4.66937607153266,2.73443324078026,0.00157458394588206,0.0324989386384312,"NEXMIF","mRNA"
"85","NM_001008710.2",6.79165812850952,3.40837364244165,0.000136169238054327,0.00521393291698241,"RBPMS","transcriptvariant1"
"86","NM_001008712.2",6.69913790026089,4.0555137044136,5.0033075425128e-06,0.00035756536639326,"RBPMS","transcriptvariant3"
"87","NM_001008781.2",-4.43815833413658,4.64024688843545,2.39061561450519e-05,0.00132785079955048,"FAT3","mRNA"
"88","NM_001010866.3",-2.27036104208256,5.37431128883845,0.00288495722611172,0.0499713369011089,"TMEM201","transcriptvariant2"
"89","NM_001012514.2",4.9164234929939,4.75354371312819,8.06975282844555e-06,0.00053978773492712,"ITM2C","transcriptvariant3"
"90","NM_001012967.2",-6.46696148492923,2.92745319777061,0.00257043048795485,0.0463015147009273,"DDX60L","transcriptvariant1"
"91","NM_001013257.2",4.29194875929389,5.31197663210038,3.0134839863238e-06,0.000241298681240672,"BCAM","transcriptvariant2"
"92","NM_001013635.3",6.46649257130967,4.15922820056985,5.150712283722e-06,0.000364561130963822,"CCDC184","mRNA"
"93","NM_001013839.3",-4.33361102607395,4.05076912817156,0.000286672000544343,0.00920876089596324,"EXOC7","transcriptvariant1"
"94","NM_001014447.2",11.0886963160091,7.12239205660665,1.82374009653971e-16,3.0779121321601e-13,"CPZ","transcriptvariant1"
"95","NM_001014448.2",7.53877233332211,4.98461860201213,1.22113955179449e-07,1.70648418894083e-05,"CPZ","transcriptvariant3"
"96","NM_001014975.2",3.70813375367409,4.09452530245099,0.000941657014038892,0.0224809084744432,"CFH","transcriptvariant2"
"97","NM_001015051.3",-5.28600938854341,5.67501983090974,7.94142231803996e-08,1.16156537105198e-05,"RUNX2","transcriptvariant2"
"98","NM_001017372.2",7.52516523041511,3.75519448775596,3.17724245039616e-05,0.00164679890534569,"SLC27A6","transcriptvariant2"
"99","NM_001017926.2",-3.39706955342484,4.73242656873088,0.00116802315232434,0.0261227604097819,"ZHX1","transcriptvariant1"
"100","NM_001017956.2",2.37812992327149,9.12808032466067,0.000405188541293039,0.0119647868048039,"OS9","transcriptvariant2"
"101","NM_001017958.2",4.13639444270924,6.60161128638691,5.18817608762831e-08,8.43174691574556e-06,"OS9","transcriptvariant4"
"102","NM_001018004.1",11.3700108158313,7.40042630702598,4.10260919463576e-13,3.46197098962726e-10,"TPM1","transcriptvariantTpm1.6"
"103","NM_001018007.1",7.69123229907452,3.90033902942724,0.000314892013285014,0.00984149682546041,"TPM1","transcriptvariantTpm1.4"
"104","NM_001018056.2",-6.30054346707474,2.80595961744968,0.00237496879141951,0.0438997805945529,"VLDLR","transcriptvariant2"
"105","NM_001018057.1",3.70610945749018,8.73466508070873,6.52299723816571e-07,7.01541957869391e-05,"DKK3","transcriptvariant3"
"106","NM_001023.3",2.18290415561474,9.08432747746336,0.000570727212457879,0.0155356762299328,"RPS20","transcriptvariant2"
"107","NM_001023567.4",2.51685053182289,5.8311088152233,0.00169055830227136,0.034185114425653,"GOLGA8B","transcriptvariant1"
"108","NM_001024858.3",-7.72566825816855,3.94588441030801,1.22254644032263e-05,0.000749236561471464,"SPTB","transcriptvariant3"
"109","NM_001029882.3",-2.45547460761574,6.51387392017068,0.00071814924200389,0.0184498763109665,"AHDC1","mRNA"
"110","NM_001030060.2",3.52425935280306,3.81813101528632,0.00252671447771943,0.0457393693408947,"SAMD5","mRNA"
"111","NM_001032280.2",4.30888896836922,3.706065532163,0.000596168020735988,0.0160197801483932,"TFAP2A","transcriptvariant2"
"112","NM_001032281.3",4.49521045290511,3.67432512052724,0.00111711743743696,0.0255307881014238,"TFPI","transcriptvariant2"
"113","NM_001032394.2",7.12623997916075,3.54716730676953,6.10172421927812e-05,0.00280653730337447,"ADGRG6","transcriptvarianta2"
"114","NM_001033053.2",-3.91905068236686,4.29451297814623,0.000237285615878648,0.0078945478272927,"NLRP1","transcriptvariant5"
"115","NM_001033082.2",4.54967457714972,2.56691979058852,0.00282567063270066,0.0494002794904718,"MYCL","transcriptvariant2"
"116","NM_001037160.2",5.40860841621745,4.05437811121678,2.49978833471923e-05,0.00137750590595719,"CYS1","mRNA"
"117","NM_001037339.2",5.13084707553466,3.52036616665219,0.000381613516388302,0.0115325076440211,"PDE4B","transcriptvariantb"
"118","NM_001039348.2",7.28686721441412,5.7144430627793,2.52689776882129e-10,9.55864431861021e-08,"EFEMP1","transcriptvariant2"
"119","NM_001039349.2",4.83157770435328,7.24693549010818,2.31472856751457e-10,8.90967452127537e-08,"EFEMP1","transcriptvariant3"
"120","NM_001039490.1",-2.40531560262025,5.18016907599206,0.00233226036275476,0.0436315525938781,"CD151","transcriptvariant5"
"121","NM_001040092.2",2.76905925413386,6.597531882712,0.00012453879489814,0.00482752855135193,"ENPP2","transcriptvariant2"
"122","NM_001040181.1",3.25949873821819,5.75389437394238,5.62705773715412e-05,0.00263235920582433,"CLDND1","transcriptvariant1"
"123","NM_001040458.2",7.08963421216289,3.45948251825896,0.000914695229604063,0.0220289937843174,"ERAP1","transcriptvariant2"
"124","NM_001042368.2",-2.9598080819378,5.43141822171496,0.000813940120994487,0.0200875660906851,"RALGDS","transcriptvariant2"
"125","NM_001042442.2",2.44281026452257,5.6742970276339,0.00245131939017044,0.0447065232089272,"CAST","transcriptvariant8"
"126","NM_001042478.1",-7.18968618232299,5.02011592013581,1.7803721099676e-07,2.35309422245116e-05,"AJAP1","transcriptvariant2"
"127","NM_001048209.1",-7.65354725059182,3.88330225168073,0.00010508966821328,0.00426186196044246,"NTM","transcriptvariant2"
"128","NM_001077208.3",-6.8982277224034,3.26521049058049,0.000572260489276125,0.0155581104519432,"SEC31A","transcriptvariant3"
"129","NM_001077352.1",-6.45474568169415,2.91817521253762,0.000708928456176189,0.0182557398221897,"RBM23","transcriptvariant3"
"130","NM_001078.3",4.76984656051047,5.56872065657531,2.60880419622338e-06,0.00021357150770575,"VCAM1","transcriptvariant1"
"131","NM_001079668.2",-5.56807621342356,4.20560041255819,0.00020442368080723,0.00709660689384592,"NKX2-1","transcriptvariant1"
"132","NM_001079670.2",5.05582192411399,2.73552314756129,0.00140708830264217,0.0300306589104758,"CAB39L","transcriptvariant2"
"133","NM_001079817.2",-3.97859200821151,3.67345289880682,0.00108622876817727,0.0250182464527582,"INSR","transcriptvariant2"
"134","NM_001079843.2",-4.60115473625216,3.13861343004569,0.00177596570264804,0.0356167161938738,"CASZ1","transcriptvariant1"
"135","NM_001080157.1",7.28432855384323,3.55133552566056,0.000168027861814252,0.0060681900303315,"ARHGAP9","transcriptvariant2"
"136","NM_001080423.3",4.85899938411939,3.323178682506,0.00115285673145102,0.025968867236176,"GRIP2","mRNA"
"137","NM_001080437.2",5.27549191802014,5.96032082492757,4.9208999502783e-09,1.20222437739519e-06,"SNED1","mRNA"
"138","NM_001080479.2",4.66824274354696,3.38194592931824,0.00165618353883078,0.0337074831557953,"ARHGEF28","transcriptvariant1"
"139","NM_001080790.1",-6.07449407272051,4.28533434584095,8.71629516786592e-06,0.000574280828777712,"MAGEA9B","mRNA"
"140","NM_001080843.3",2.86323971146316,4.28419176877652,0.002857917272285,0.0498035782001056,"GSTT2B","mRNA"
"141","NM_001081640.1",2.93139574550105,6.92143155755873,2.51768399402385e-05,0.00137750590595719,"PRKDC","transcriptvariant2"
"142","NM_001082967.2",8.90345169877637,5.00361714001412,5.50484456327015e-09,1.28485414593773e-06,"FAM19A5","transcriptvariant1"
"143","NM_001083602.2",5.43079144805268,5.43245221600281,6.11455405655452e-08,9.7200283237769e-06,"PTCH1","transcriptvariant1a"
"144","NM_001083605.2",7.58568120239235,6.34777033147404,9.10150225648435e-11,3.91543057857386e-08,"PTCH1","transcriptvariant1c'"
"145","NM_001085426.2",6.27701076919438,2.76386985707266,0.00119278193064806,0.0265151757042432,"ARSA","transcriptvariant3"
"146","NM_001093772.1",-5.55325733990505,5.12462694237821,4.63059383452726e-06,0.000336408042150755,"KIT","transcriptvariant2"
"147","NM_001097599.1",6.15934110885217,2.68109385543321,0.00160597836209467,0.0330226478578791,"SLC35G2","transcriptvariant2"
"148","NM_001098270.1",7.90268181540326,4.0849111266863,3.44011374734949e-06,0.000262982911556961,"MGAT3","transcriptvariant2"
"149","NM_001098484.2",-6.52232754708744,2.96828273016967,0.000639259218819075,0.0168169631425546,"SLC4A4","transcriptvariant1"
"150","NM_001098515.1",6.36891299506659,2.83383599198652,0.00101271430942153,0.023712862271834,"MRGPRF","transcriptvariant1"
"151","NM_001098624.2",-5.1699855746862,5.81512465690405,7.59965081118434e-08,1.11903583085493e-05,"MID1","transcriptvariant4"
"152","NM_001098797.1",7.80556390772583,3.99960352890018,1.57018651039296e-05,0.00093107816318977,"TOX2","transcriptvariant1"
"153","NM_001099409.2",3.28817230120798,6.70892343502795,3.87123816497518e-06,0.00028889443993046,"EHBP1L1","transcriptvariant1"
"154","NM_001100818.1",-4.31652692487144,3.69554014354187,0.00244890142910357,0.0447065232089272,"PID1","transcriptvariant2"
"155","NM_001100829.2",-4.17482691181566,3.27304628817963,0.00104859307431311,0.0243451132808779,"TMEM170B","mRNA"
"156","NM_001102576.2",-5.57980218502569,4.33141051198987,7.06896700855236e-06,0.000483156187438127,"CSAG1","transcriptvariantc"
"157","NM_001110514.1",3.83062374669002,3.62424767056847,0.0019670444284145,0.0385717047030134,"EBF4","transcriptvariant1"
"158","NM_001111270.2",4.08054511623239,7.07050220361543,1.70505907213344e-07,2.27629257400036e-05,"ARHGEF25","transcriptvariant3"
"159","NM_001112719.3",-4.41133587442031,5.35952175134592,7.78068522429615e-06,0.000525256104064792,"LIMCH1","transcriptvariant4"
"160","NM_001114091.3",4.18778343530351,3.99968865014581,0.00172471866178681,0.0348278404585392,"CDC27","transcriptvariant1"
"161","NM_001118887.1",8.23066985258351,4.37965305474506,1.14553319971435e-06,0.000112199596569738,"ANGPT2","transcriptvariant2"
"162","NM_001122670.1",-3.91842997769544,3.93249191139268,0.000515263647757155,0.0144748840355851,"PHKA1","transcriptvariant2"
"163","NM_001122772.2",4.10271011363993,4.65027266897567,0.000275358526726861,0.00891056943419961,"AGAP2","transcriptvariant1"
"164","NM_001122821.1",-2.48356640443492,5.47893018476662,0.00100394710608015,0.0235830829843667,"SET","transcriptvariant1"
"165","NM_001124.2",-3.31340841401703,4.17821918583328,0.0015178215701372,0.0316634512912152,"ADM","mRNA"
"166","NM_001126.3",2.53773137880376,5.93794655228211,0.000481228969638452,0.0136586851149646,"ADSS","mRNA"
"167","NM_001127211.2",7.51643195132955,3.74728942899782,2.41466969542602e-05,0.00133782457367795,"SHTN1","transcriptvariant1"
"168","NM_001127491.2",3.79867201771049,6.48197628011325,1.16380427567537e-06,0.000112483990345011,"ITGB2","transcriptvariant2"
"169","NM_001127496.1",8.82288045356415,5.39847550525644,1.21498770967633e-10,4.93645006487012e-08,"SPRY4","transcriptvariant2"
"170","NM_001128141.2",6.80934980269229,4.03891844079521,3.43275028385843e-05,0.0017515009587873,"DPEP1","transcriptvariant2"
"171","NM_001128203.1",3.6894151691024,4.40913107829113,0.000204401884269135,0.00709660689384592,"PLA2G16","transcriptvariant2"
"172","NM_001128206.1",4.82761272838682,2.86988523323248,0.00076269782422301,0.0192561452974141,"SULF1","transcriptvariant2"
"173","NM_001128636.2",-6.44211915154825,3.84036945250568,2.6436826248784e-05,0.00143570289083743,"ELFN1","mRNA"
"174","NM_001129.4",-5.13389092002361,2.89767382764117,0.000924150337736751,0.0221836525272914,"AEBP1","mRNA"
"175","NM_001129728.1",-7.11445442444277,3.44247564372225,0.000122961482666328,0.00480031126281004,"PLEKHG4","transcriptvariant3"
"176","NM_001129826.2",-5.36266439258344,3.54578767226775,0.000382888942656093,0.0115551353533352,"CSAG3","transcriptvariant1"
"177","NM_001129828.2",-6.78892909272975,3.1715490507687,0.000377137912476176,0.011428737292441,"CSAG3","transcriptvariant2"
"178","NM_001130.5",2.23393407061367,8.6182545983215,0.000428235546780613,0.0124905485983568,"AES","transcriptvariant2"
"179","NM_001130005.1",6.94035870537672,3.27918503765398,0.000218199388938495,0.00746847830469668,"ACTN1","transcriptvariant3"
"180","NM_001130048.1",7.09340627871197,3.39167595269037,0.000177323749700098,0.00635699847781069,"DOCK9","transcriptvariant2"
"181","NM_001130053.3",-3.47743271850999,4.67686245476503,0.00143136585727059,0.0302836710786082,"EEF1D","transcriptvariant3"
"182","NM_001130080.2",8.11312589549028,4.27335487023513,1.18503630236044e-06,0.000113598169775569,"IFI27","transcriptvariant1"
"183","NM_001130082.2",-2.7000512141013,5.14926654049772,0.0010867086996116,0.0250182464527582,"PLXNB1","transcriptvariant2"
"184","NM_001130140.2",4.15391264856249,5.56770298244603,1.04829628300189e-06,0.000104073157881348,"ERAP2","transcriptvariant2"
"185","NM_001130141.1",4.84928308912267,2.86119991447673,0.000955890151626306,0.0227959020942187,"PCBP3","transcriptvariant2"
"186","NM_001130142.1",6.41467199381877,2.86500685197923,0.00227645888137079,0.042982364765297,"VWA5A","transcriptvariant3"
"187","NM_001130144.2",6.63586170944176,5.10071312993039,4.18836949344655e-06,0.000307333868515777,"LTBP3","transcriptvariant1"
"188","NM_001130414.1",8.62312523198203,4.74116138401425,3.90859974253183e-08,6.64764948458515e-06,"APBA2","transcriptvariant2"
"189","NM_001130860.3",7.49959452780822,3.73303371336937,2.78521251684895e-05,0.0014877455885979,"HEPH","transcriptvariant3"
"190","NM_001134418.1",3.17326882033127,6.2188124558757,0.000229489537375663,0.0077342556835976,"P3H2","transcriptvariant2"
"191","NM_001134651.1",4.10164141483522,3.3856147106342,0.00207197461535187,0.0400874101065433,"EIF4E3","transcriptvariant1"
"192","NM_001134707.1",6.28882485162704,4.21520451710093,1.50342018719399e-05,0.000903174346651194,"SARDH","transcriptvariant2"
"193","NM_001135032.1",3.37864563073824,4.7102796451109,0.000658627276058023,0.017243773790827,"EVA1A","transcriptvariant1"
"194","NM_001135044.1",-3.56310188450383,4.57889815330062,0.000282006392382393,0.00908549228908915,"MAPK9","transcriptvariantJNK2-g"
"195","NM_001135058.1",-5.09690716268206,5.30232324352058,4.43563988254752e-07,5.23214725930605e-05,"COCH","transcriptvariant1"
"196","NM_001135608.2",2.66052916065723,4.54622295639728,0.00287811761999288,0.0499713369011089,"ARHGAP26","transcriptvariant2"
"197","NM_001135699.1",2.28584137732737,6.63315645081712,0.00135094588959086,0.0292017269139148,"YWHAZ","transcriptvariant3"
"198","NM_001136024.3",6.21902000322923,2.72538085906475,0.00282004568754116,0.0493842949165682,"NHS","transcriptvariant2"
"199","NM_001136469.2",-5.11476318623645,2.84255759729689,0.000967327234098715,0.0229687873551145,"TMEM108","transcriptvariant2"
"200","NM_001136494.1",7.14275725400038,3.4338176075573,0.0002772110228873,0.00895730462761025,"C1orf198","transcriptvariant2"
"201","NM_001137551.1",7.0712220424892,3.3758169295912,0.000142796038050498,0.00541095867845928,"LRRFIP1","transcriptvariant2"
"202","NM_001137552.1",6.46359714455562,2.8987713754457,0.00230924600687509,0.0434518502494336,"LRRFIP1","transcriptvariant3"
"203","NM_001142601.1",3.23828209596425,4.26712058619916,0.00129640196782307,0.0282173206091648,"SPHK1","transcriptvariant3"
"204","NM_001142805.1",-6.81877630805016,3.19454463901289,0.00143386761185661,0.0303073751484913,"SLC6A8","transcriptvariant2"
"205","NM_001142806.1",-3.26297679682447,5.31982938909676,0.000232732773775505,0.00780757959730058,"SLC6A8","transcriptvariant3"
"206","NM_001143668.1",-2.74137904301468,6.22819730784903,9.09422828051501e-05,0.00382236338073753,"AMIGO2","transcriptvariant1"
"207","NM_001143788.1",-6.48068775610905,2.9375481727722,0.000788285503015375,0.0196310827879198,"PPHLN1","transcriptvariant7"
"208","NM_001143942.1",5.85709499214866,4.01849569572257,3.14877606365296e-05,0.00163706509091341,"RBM24","transcriptvariant1"
"209","NM_001143989.2",-5.00843412606879,3.44492947929785,0.000617371348032458,0.0164558097611619,"NBPF4","mRNA"
"210","NM_001144072.1",2.20545156131102,7.50010842875907,0.000473857441868082,0.0135194177822961,"UBAC2","transcriptvariant1"
"211","NM_001144762.1",3.67996771580255,3.96846334247529,0.00121377953748067,0.0268721726057779,"TLE2","transcriptvariant3"
"212","NM_001144769.2",-3.07984664326891,6.57015715158287,3.46941945059146e-05,0.00176173663226306,"DST","transcriptvariant2"
"213","NM_001144770.1",4.91531170531107,4.76519398486292,6.73805006185541e-06,0.000462284213339132,"DST","transcriptvariant3"
"214","NM_001145033.1",6.57623799931909,6.83643539905772,3.26301554359642e-13,2.86362244106022e-10,"C11orf96","mRNA"
"215","NM_001145088.1",-4.73244255904789,3.7249768434501,0.000224351372341972,0.00761947543939654,"TBC1D31","transcriptvariant2"
"216","NM_001145160.1",-4.55360943653534,7.05912240523724,5.08867483156931e-09,1.21353832396338e-06,"TPM4","transcriptvariantTpm4.1"
"217","NM_001145161.2",-6.250182260207,4.67571757996996,4.03905337701663e-07,4.81613212455135e-05,"UBE2QL1","mRNA"
"218","NM_001145796.1",-4.94579914795174,3.514214974668,0.000432344697723547,0.012580427941717,"SH2B1","transcriptvariant4"
"219","NM_001146103.1",-4.42001269113567,3.32460135419458,0.00288016697463081,0.0499713369011089,"PARP9","transcriptvariant3"
